Year,Ticker,Company,dldte,company status,dlrsn,Current Assets(act),Assets Total(at),Capital Expenditures (capx),Common Equity Total (ceq),Cash and Short-Term Investments (che),Debt in Current Liabilities - Total (dlc),Long-Term Debt - Issuance (dltis),Long-Term Debt - Reduction (dltr),Long-Term Debt - Total (dltt),Cash Dividends Paid (dv),ebit,ebitda,Gross Profit (gp),Inventories - Total (invt),Short-Term Investments - Total (ivst),Current Liabilities - Total (lct),Liabilities - Total (lt),Net Income/Loss (ni),Notes Payable - Short-Term Borrowings (np),Operating Activities - Net Cash Flow (oancf),Operating Income After Depreciation (oiadp),"Property, Plant, and Equipment - Net (ppent)",Retained Earnings (re),Receivables - Total (rect),Revenue - Total (revt),Sales/Turnover - Net (sale),Stockholders Equity - Parent (seq),Special Items (spi),Deferred Taxes and Investment Tax Credit (txditc),Working Capital (wcap),Market Value - Total (mkvalt),Price Close - Fiscal Year (prcc_f),act_scaled,che_scaled,lct_scaled,dlc_scaled,np_scaled,wcap_scaled,ivst_scaled,ni_scaled,ebit_scaled,ebitda_scaled,gp_scaled,log_revt,oiadp_scaled,dltt_scaled,lt_scaled,ceq_scaled,seq_scaled,txditc_scaled,log_at,rect_scaled,invt_scaled,ppent_scaled,sale_scaled,oancf_scaled,capx_scaled,dv_scaled,dltr_scaled,dltis_scaled,log_mkvalt,prcc_f_scaled,re_scaled,spi_scaled,Market Value - Total (mkvalt)_naflag,Price Close - Fiscal Year (prcc_f)_naflag,Operating Activities - Net Cash Flow (oancf)_naflag,Deferred Taxes and Investment Tax Credit (txditc)_naflag,Retained Earnings (re)_naflag
1974.0,GCO,GENESCO INC,,A,,358.597,556.238,17.699,216.89,9.192,7.855,14.033,21.677,181.595,3.721,61.921,78.893,381.832,278.549,0.0,111.406,325.948,17.128,0.0,4.346,61.921,146.027,101.509,39.711,1184.727,1184.727,229.888,0.0,3.849,247.191,177.3026,4.5,0.644682672,0.082509021,0.20028477,0.014121653,0.0,0.444397902,0.0,0.030792574,0.111321053,0.242041675,0.322295347,7.078111368,0.111321053,0.837267739,0.585986574,0.389923019,1.059928996,0.0069197,6.322992438,0.033519115,0.235116613,0.262526113,2.12989224,0.007813202262340939,0.0,0.217246614,0.119370027,0.025228409,5.177857877383245,0.6428571428571429,0.1824920267942859,0.0,0,0,0,0,0
1975.0,GCO,GENESCO INC,,A,,292.007,507.425,12.942,197.703,14.477,12.611,6.556,27.086,161.065,1.764,22.559,40.21,341.132,204.41,0.0,117.059,298.659,-14.297,0.0,4.346,22.559,138.799,81.342,26.544,1095.972,1095.972,208.644,0.0,0.0,174.948,177.3026,5.25,0.575468296,0.123672678,0.230692221,0.024852934,0.0,0.344776075,0.0,-0.028175592,0.044457802,0.134635152,0.311259777,7.000308936,0.044457802,0.814681618,0.588577622,0.389620141,1.055340587,0.0,6.231317712,0.024219597,0.186510239,0.273535991,2.159869932,0.008564812533872,0.0,-0.123382528,0.168168131,0.012920136,5.177857877383245,0.4827586841696476,0.1603034931270631,0.0,0,0,0,0,0
1976.0,GCO,GENESCO INC,,A,,310.959,488.303,7.742,110.166,15.601,19.334,74.396,70.741,154.132,0.085,53.218,70.642,383.769,213.378,0.0,111.264,284.452,15.93,0.0,4.346,53.218,123.845,58.082,28.73,1135.099,1135.099,203.851,0.0,0.0,199.695,177.3026,6.625,0.636815666,0.140216063,0.227858522,0.039594268,0.0,0.408957143,0.0,0.032623187,0.108985609,0.248344185,0.338092977,7.035355743,0.108985609,1.399088648,0.582531748,0.225609918,1.85039849,0.0,6.192981929,0.025310568,0.187981841,0.253623263,2.324579206,0.008900211548976763,0.0,0.005335844,0.458963745,0.152356221,5.177857877383245,0.5729739900792343,0.11894663764097292,0.0,0,0,0,0,0
1977.0,GCO,GENESCO INC,,A,,327.666,456.913,17.391,-23.803,51.435,98.839,7.711,18.28,143.615,0.061,17.202,32.779,337.279,199.031,0.0,212.326,388.263,-135.783,81.45,4.346,17.202,101.169,-76.979,23.106,1014.787,1014.787,68.65,-33.224,0.0,115.34,177.3026,4.125,0.717129957,0.242245415,0.46469678,0.21631908,0.178261507,0.252433177,0.0,-0.297174736,0.037648305,0.084424733,0.332364329,6.92341896,0.037648305,-6.033483174,0.849752579,-0.052095257,-2.884090241,0.0,6.12667921,0.02276931,0.196130814,0.221418519,2.220963291,0.009511657580327109,0.0,-0.000449246,0.127284754,0.016876298,5.177857877383245,0.3626384548565682,-0.16847627447676033,-0.072714062,0,0,0,0,0
1978.0,GCO,GENESCO INC,,A,,294.419,426.953,17.724,-7.089,20.576,78.365,1.689,18.691,126.662,0.0,39.651,54.682,357.642,213.471,0.0,187.078,342.849,14.936,61.85,4.346,39.651,102.451,-61.593,27.574,1048.351,1048.351,84.104,0.0,0.0,107.341,177.3026,6.0,0.689581757,0.109986209,0.438170009,0.183544793,0.14486372,0.251411748,0.0,0.034982773,0.092869707,0.159492955,0.341147192,6.955927157,0.092869707,-17.8674002,0.803013446,-0.016603701,-11.86401467,0.0,6.059013376,0.026302259,0.203625503,0.239958497,2.455424836,0.010179106365337637,0.0,0.0,0.147565963,0.003955939,5.177857877383245,0.5274727486632977,-0.14426178057069516,0.0,0,0,0,0,0
1979.0,GCO,GENESCO INC,,A,,242.226,360.127,13.119,-0.565,12.371,27.365,0.0,22.738,129.928,0.0,27.956,42.203,334.36,197.687,0.0,117.174,269.429,6.332,12.0,4.346,27.956,98.35,-54.997,24.537,992.925,992.925,90.698,-7.32,0.0,125.052,177.3026,4.375,0.672612717,0.105578029,0.325368551,0.075987082,0.033321578,0.347244167,0.0,0.017582686,0.07762817,0.156638669,0.336742453,6.901661751,0.07762817,-229.9610619,0.748149958,-0.001568891,-160.5274336,0.0,5.889229697,0.024711836,0.199095601,0.273098102,2.757152338,0.012067964912378134,0.0,0.0,0.175004618,0.0,5.177857877383245,0.38461586644185464,-0.1527155697851036,-0.020326163,0,0,0,0,0
1980.0,GCO,GENESCO INC,,A,,209.354,326.414,23.315,6.228,9.933,27.15,0.459,19.28,111.113,0.0,17.388,29.824,280.711,175.944,0.0,106.575,234.954,3.453,10.0,4.346,17.388,101.838,-51.248,21.363,834.683,834.683,91.46,3.8,0.0,102.779,177.3026,3.875,0.641375676,0.09320197,0.32650254,0.083176579,0.030635941,0.314873137,0.0,0.01057859,0.053269774,0.126935485,0.336308515,6.728249355,0.053269774,17.8408799,0.719803685,0.019080064,14.68529223,0.0,5.791225425,0.025594148,0.210791402,0.311990295,2.557129903,0.013314379897921046,0.0,0.0,0.17351705,0.00140619,5.177857877383245,0.31632667935034064,-0.1570030697212742,0.011641658,0,0,0,0,0
1981.0,GCO,GENESCO INC,,A,,284.426,379.649,18.964,14.707,8.888,20.838,3.0,33.755,158.925,0.35,41.673,51.776,222.578,153.484,0.0,104.194,279.778,18.063,7.0,4.346,41.673,92.588,-42.783,121.158,662.49,662.49,99.871,0.0,0.0,180.232,177.3026,10.25,0.749181481,0.085302417,0.27444824,0.054887541,0.018438084,0.47473324,0.0,0.047578158,0.10976718,0.185061013,0.335971864,6.497513782,0.10976718,10.80607874,0.736938593,0.038738414,6.790711906,0.0,5.941877691,0.18288276,0.231677459,0.243877898,1.745006572,0.011447415902583703,0.0,0.019376626,0.212395784,0.007902036,5.177857877383245,0.820000137104023,-0.11269093294068995,0.0,0,0,0,0,0
1982.0,GCO,GENESCO INC,,A,,257.945,356.271,17.276,41.739,13.565,35.245,0.0,20.518,141.348,0.713,17.987,28.541,221.468,145.658,0.0,103.935,263.844,1.099,16.0,4.346,17.987,95.147,-27.926,97.447,664.805,664.805,92.427,0.0,0.0,154.01,177.3026,4.0,0.724013462,0.130514264,0.291730172,0.098927502,0.044909633,0.43228329,0.0,0.00308473,0.050486848,0.108173769,0.333132272,6.500996835,0.050486848,3.386473083,0.740571082,0.117155199,2.214403795,0.0,5.878494597,0.146579824,0.219098833,0.267063556,1.866009302,0.0121985791714734,0.0,0.648771611,0.145159465,0.0,5.177857877383245,0.3316062463443339,-0.07838415139037418,0.0,0,0,0,0,0
1983.0,GCO,GENESCO INC,,A,,238.965,326.795,18.137,41.889,25.684,19.533,0.0,44.612,138.332,0.059,15.124,26.643,215.868,127.904,12.0,76.225,234.407,-1.971,5.0,4.346,15.124,85.078,-29.34,82.635,639.761,639.761,92.388,-3.351,4.121,162.74,177.3026,8.375,0.731238238,0.33694982,0.233250203,0.059771416,0.015300112,0.497988035,0.157428665,-0.006031304,0.046279778,0.113661281,0.337419755,6.462656532,0.046279778,3.302346678,0.717290656,0.128181276,2.205543221,0.012610352,5.792388413,0.129165423,0.199924659,0.26034058,1.957682951,0.013298857081656696,0.0,-0.029934044,0.322499494,0.0,5.177857877383245,0.5929203539823009,-0.08978105540170443,-0.010254135,0,0,0,0,0
1984.0,GCO,GENESCO INC,,A,,247.302,329.441,7.525,64.865,31.988,11.592,22.521,34.42,130.351,0.0,31.717,41.791,227.438,137.592,24.192,67.85,213.745,18.745,0.0,4.346,31.717,76.837,-13.251,74.834,606.264,606.264,115.696,0.0,4.133,179.452,177.3026,6.0,0.750671592,0.471451732,0.205954936,0.035186877,0.0,0.544716656,0.356551216,0.056899414,0.096275206,0.195518024,0.375146801,6.408963622,0.096275206,2.00957373,0.648811168,0.196894133,1.783642951,0.012545494,5.800428126,0.123434675,0.226950635,0.233234479,1.840280961,0.013192043491854384,0.0,0.0,0.264056279,0.068361254,5.177857877383245,0.46153846153846156,-0.04022268023712896,0.0,0,0,0,0,0
1985.0,GCO,GENESCO INC,,A,,209.091,284.764,9.743,31.125,23.123,11.511,0.268,13.389,114.157,0.0,1.142,11.729,191.01,124.038,12.791,68.43,202.107,-33.929,0.0,4.346,1.142,69.394,-46.535,59.102,538.486,538.486,82.657,-20.426,0.0,140.661,177.3026,3.25,0.734260651,0.337907351,0.240304252,0.040422947,0.0,0.493956399,0.186920941,-0.119147786,0.004010338,0.058033616,0.354716743,6.290616834,0.004010338,3.667694779,0.709735079,0.109301035,2.655646586,0.0,5.655166295,0.109755871,0.230345821,0.243689511,1.890990434,0.015261760615808178,0.0,0.0,0.117285843,0.00094113,5.177857877383245,0.25,-0.1634160216881347,-0.071729573,0,0,0,0,0
1986.0,GCO,GENESCO INC,,A,,241.193,290.059,7.203,46.185,33.666,16.274,6.863,25.32,92.192,0.0,10.993,21.094,199.145,94.497,25.1,68.024,179.44,20.426,0.0,4.346,10.993,42.379,-18.745,109.806,514.589,514.589,110.619,19.116,0.0,173.169,177.3026,4.0,0.831530826,0.49491356,0.234517805,0.056105827,0.0,0.597013021,0.368987416,0.070420156,0.037899186,0.117554614,0.386998167,6.245309936,0.037899186,1.996145935,0.618632761,0.159226226,2.395128288,0.0,5.673525996,0.213385828,0.183635873,0.146104758,1.774083893,0.014983158598767836,0.0,0.0,0.274644221,0.023660704,5.177857877383245,0.3555555931654361,-0.0646247832337559,0.065903833,0,0,0,0,0
1987.0,GCO,GENESCO INC,,A,,210.67,258.493,9.562,56.155,46.513,1.912,0.0,38.868,69.002,0.0,9.132,16.751,156.497,106.045,40.0,46.324,136.418,11.444,0.0,4.346,9.132,43.987,-7.338,54.47,405.844,405.844,122.075,-0.24,0.0,164.346,177.3026,3.75,0.814993056,1.004079959,0.179207948,0.007396719,0.0,0.635785108,0.863483292,0.044271992,0.035327843,0.122791714,0.385608756,6.00842982,0.035327843,1.228777491,0.527743498,0.217239925,2.173893687,0.0,5.558729727,0.134214132,0.26129498,0.170167084,1.570038647,0.016812834390099538,0.0,0.0,0.563288021,0.0,5.177857877383245,0.5660377358490566,-0.02838761591222973,-0.000928458,0,0,0,0,0
1988.0,GCO,GENESCO INC,,A,,218.614,265.435,7.096,102.031,41.775,10.38,0.0,1.927,59.637,0.0,19.476,27.297,176.515,114.387,0.0,52.175,129.501,15.156,0.0,4.346,19.476,41.711,8.179,58.596,462.766,462.766,135.934,2.298,0.0,166.439,177.3026,5.625,0.823606533,0.800670819,0.196564131,0.039105619,0.0,0.627042402,0.0,0.057098725,0.073373896,0.210786017,0.381434678,6.139380115,0.073373896,0.584498829,0.487882156,0.384391659,1.332281365,0.0,5.585130311,0.12662123,0.247181081,0.15714205,1.743424944,0.01637312336353533,1.632765762,0.0,0.032312155,0.0,5.177857877383245,0.7258087198822188,0.0308135701772562,0.008657487,0,0,0,0,0
1989.0,GCO,GENESCO INC,,A,,227.015,279.791,10.122,135.794,36.549,10.451,0.0,10.519,50.541,1.461,25.076,33.266,194.138,124.943,0.0,57.203,127.24,18.871,0.0,16.543,25.076,43.772,25.596,58.608,492.248,492.248,152.551,0.0,0.0,169.812,177.3026,6.375,0.811373489,0.638935021,0.204449035,0.037352881,0.0,0.606924454,0.0,0.067446773,0.089624041,0.261442942,0.394390632,6.20101209,0.089624041,0.372188756,0.454768023,0.485340844,1.12340015,0.0,5.63761062,0.119061936,0.253821245,0.156445347,1.759341794,0.05912627639916938,0.611860001,0.07742038,0.208128054,0.0,5.177857877383245,0.822580745993769,0.0914825709190074,0.0,0,0,0,0,0
1990.0,GCO,GENESCO INC,,A,,196.386,251.384,11.546,134.887,3.379,7.336,8.0,32.687,31.665,2.85,7.594,16.509,179.633,122.679,0.0,52.848,102.225,-0.406,0.0,6.072,7.594,45.167,22.32,63.096,476.342,476.342,149.159,-1.294,0.0,143.538,177.3026,4.125,0.781219171,0.063938087,0.210228177,0.029182446,0.0,0.570990994,0.0,-0.001615059,0.030208764,0.161496698,0.377109304,6.168233215,0.030208764,0.234752052,0.406648792,0.536577507,1.105807083,0.0,5.530951737,0.132459451,0.25754395,0.179673328,1.894877956,0.02415428189542692,1.901515152,-7.019704433,1.032275383,0.031823823,5.177857877383245,0.5789473684210527,0.08878846704643097,-0.005147503,0,0,0,0,0
1991.0,GCO,GENESCO INC,,A,,180.149,237.244,6.984,140.834,7.242,4.524,0.0,15.445,22.46,0.296,4.885,13.994,179.75,111.472,0.0,47.278,88.08,0.461,0.0,26.823,4.885,44.965,22.485,54.318,471.766,471.766,149.164,0.0,0.0,132.871,177.3026,5.625,0.759340594,0.153179068,0.199280066,0.019068975,0.0,0.560060528,0.0,0.001943147,0.020590616,0.158878292,0.381015164,6.158600551,0.020590616,0.159478535,0.371263341,0.593625129,1.059147649,0.0,5.473295359,0.115137589,0.236286634,0.18953061,1.98852658,0.11306081502588053,0.26037356,0.64208243,0.687666963,0.0,5.177857877383245,0.4433497536945813,0.09477584259243647,0.0,0,0,0,0,0
1992.0,GCO,GENESCO INC,,A,,236.485,317.868,9.162,146.746,4.817,1.821,45.275,5.139,67.08,0.312,21.16,30.48,212.864,151.541,0.0,67.61,157.817,9.11,0.0,-5.014,21.16,47.154,26.239,71.743,539.867,539.867,155.051,0.0,0.0,168.875,177.3026,10.875,0.743972341,0.071246857,0.212698353,0.005728793,0.0,0.531273988,0.0,0.028659695,0.066568513,0.193135087,0.394289705,6.293173408,0.066568513,0.457116378,0.496485963,0.46165704,1.056594388,0.0,5.764777224,0.132890138,0.280700617,0.148344596,1.698399965,-0.015773843230523363,-1.827283606,0.034248079,0.076610018,0.142433337,5.177857877383245,0.7565217391304347,0.08254684334377792,0.0,0,0,0,0,0
1993.0,GCO,GENESCO INC,,A,,230.59,309.386,7.929,90.659,3.625,2.365,77.016,41.09,102.888,0.232,-11.534,-0.811,201.515,155.12,0.0,70.496,210.663,-54.292,0.0,-17.406,-11.534,42.909,-37.911,66.006,572.86,572.86,98.723,-28.702,0.0,160.094,177.3026,4.125,0.745314914,0.051421357,0.227857757,0.007644173,0.0,0.517457157,0.0,-0.175483054,-0.037280291,-0.003849751,0.351770066,6.352385464,-0.037280291,1.134890083,0.680906699,0.293028773,1.088948698,0.0,5.737816684,0.115221869,0.270781692,0.138690826,1.851602852,-0.05625981783273968,-0.455532575,-0.004273189,0.399366301,0.248931755,5.177857877383245,0.3142857142857143,-0.12253624921618948,-0.092770843,0,0,0,0,0
1994.0,GCO,GENESCO INC,,A,,183.388,243.878,5.75,21.45,10.235,2.343,0.0,17.852,85.057,0.0,6.784,16.038,182.194,82.905,0.0,82.657,214.485,-81.192,0.0,22.47,6.784,28.073,-107.195,32.08,462.901,462.901,29.393,-17.214,0.0,100.731,177.3026,2.125,0.751966147,0.123824963,0.338927661,0.009607263,0.0,0.413038486,0.0,-0.332920559,0.027817187,0.07477446,0.393591718,6.139671167,0.027817187,3.965361305,0.879476624,0.087953813,1.37030303,0.0,5.500760127,0.069302075,0.179098771,0.115110834,1.898084288,0.09213623205045146,0.255896751,0.0,0.209882784,0.0,5.177857877383245,0.1827956989247312,-0.43954354226293474,-0.070584473,0,0,0,0,0
1995.0,GCO,GENESCO INC,,A,,156.932,197.806,8.564,25.947,35.55,1.212,0.0,9.703,76.485,0.0,18.265,25.619,180.186,84.93,0.0,48.797,163.901,10.071,0.0,22.652,18.265,28.552,-102.755,32.135,434.575,434.575,33.905,-14.324,0.0,108.135,177.3026,3.875,0.793363194,0.728528393,0.246691202,0.006127216,0.0,0.546671992,0.0,0.050913521,0.092337947,0.156307771,0.414625784,6.076666997,0.092337947,2.947739623,0.828594684,0.131173979,1.306702124,0.0,5.292329475,0.073945809,0.195432319,0.144343448,2.196975825,0.11451624318776983,0.378068162,0.0,0.126861476,0.0,5.177857877383245,0.3875,-0.5194736256736397,-0.072414386,0,0,0,0,0
1996.0,GCO,GENESCO INC,,A,,178.157,221.654,14.631,45.846,43.375,0.768,0.0,1.22,75.717,0.0,27.557,35.304,194.822,95.884,0.0,69.362,167.864,10.404,0.0,22.402,27.557,34.471,-84.107,34.389,461.348,461.348,53.79,-8.393,0.0,108.795,177.3026,8.75,0.803761719,0.625342407,0.31292916,0.00346486,0.0,0.490832559,0.0,0.046938021,0.124324397,0.210313111,0.422288598,6.136317854,0.124324397,1.651550844,0.757324479,0.206835879,1.173275749,0.0,5.405618997,0.07454026,0.207834433,0.155517157,2.081388109,0.10106742941701932,0.653111329,0.0,0.01611263,0.0,5.177857877383245,0.7291666666666666,-0.37945175814557824,-0.037865322,0,0,0,0,0
1997.0,GCO,GENESCO INC,,A,,194.564,246.817,24.725,64.019,49.276,0.24,0.0,1.206,75.039,0.0,36.09,44.983,231.802,106.0,0.0,75.251,174.853,8.651,0.0,26.872,36.09,45.371,-76.606,20.36,536.107,536.107,71.964,-17.706,0.0,119.313,177.3026,12.125,0.788292541,0.654821863,0.304885806,0.00097238,0.0,0.483406735,0.0,0.03505026,0.146221695,0.257261814,0.432380103,6.28619733,0.146221695,1.172136397,0.708431753,0.259378406,1.124103782,0.0,5.512690571,0.037977493,0.197721723,0.183824453,2.17208296,0.10887418613790784,0.920102709,0.0,0.016071643,0.0,5.177857877383245,0.8584070796460177,-0.3103757034564069,-0.07173736,0,0,0,0,0
1998.0,GCO,GENESCO INC,,A,,228.26,307.198,23.512,108.661,58.743,0.0,103.5,77.463,103.5,1.502,36.039,45.73,253.57,117.213,0.0,72.482,190.619,53.128,0.0,7.531,36.039,58.387,-23.904,26.258,549.748,549.748,116.579,2.403,0.0,155.778,177.3026,7.4375,0.743038692,0.810449491,0.235945547,0.0,0.0,0.507093145,0.0,0.172943834,0.117315217,0.239902633,0.461247699,6.311277354,0.117315217,0.952503658,0.620508597,0.353716496,1.072868831,0.0,5.730742434,0.047763703,0.213212235,0.190063086,1.789555922,0.024515133562067463,3.122028947,0.028271345,0.748434783,0.336916256,5.177857877383245,0.49583333333333335,-0.07781300659509502,0.007822317,0,0,0,0,0
1999.0,GCO,GENESCO INC,,A,,214.999,301.165,22.312,100.36,57.86,0.0,0.0,0.002,103.5,0.3,47.93,58.444,267.606,109.815,0.0,76.992,192.923,25.922,0.0,45.726,47.93,68.661,1.718,23.617,573.72,573.72,108.242,0.0,0.0,138.007,185.7363,8.75,0.713891056,0.75150665,0.255647237,0.0,0.0,0.45824382,0.0,0.086072419,0.159148639,0.302939515,0.466440075,6.353882966,0.159148639,1.031287365,0.640589046,0.333239254,1.078537266,0.0,5.710973226,0.04116468,0.191408701,0.22798466,1.905002241,0.15183039197781945,0.487949963,0.011573181,1.93e-05,0.0,5.224327925830725,0.6635071090047393,0.00570451413676888,0.0,0,0,0,0,0
2000.0,GCO,GENESCO INC,,A,,243.746,352.163,34.735,130.504,60.382,0.0,0.0,0.006,103.5,0.298,63.62,76.82,335.713,134.236,0.0,98.82,213.938,29.598,0.0,36.053,63.62,87.747,31.017,22.7,680.166,680.166,138.225,-3.433,0.0,144.926,543.283,25.08,0.692139719,0.611030156,0.280608695,0.0,0.0,0.411531024,0.0,0.084046308,0.180654981,0.359075994,0.493575098,6.523806036,0.180654981,0.793079139,0.607497097,0.370578397,1.059162938,0.0,5.866929707,0.033374206,0.197357704,0.249165869,1.931395405,0.10237588843802442,0.963442709,0.010068248,5.8e-05,0.0,6.29763036280472,2.28,0.08807569222206761,-0.009748327,0,0,0,0,0
2001.0,GCO,GENESCO INC,,A,,229.756,363.554,43.723,153.553,46.384,0.0,0.0,0.001,103.245,0.294,68.554,84.793,366.169,142.856,0.0,74.226,202.367,37.07,0.0,27.906,68.554,112.55,50.457,19.857,746.821,746.821,161.187,-5.126,0.0,155.53,554.35,25.38,0.631972142,0.624902325,0.204167744,0.0,0.0,0.427804398,0.0,0.101965595,0.18856621,0.419006063,0.490303567,6.617163645,0.18856621,0.672373708,0.556635328,0.422366416,1.049715733,0.0,5.898674689,0.026588701,0.191285462,0.30958262,2.054223032,0.07675888588765356,1.566795671,0.007930941,9.69e-06,0.0,6.317796256218361,1.7637248088950659,0.1387881855240212,-0.014099694,0,0,0,0,0
2002.0,GCO,GENESCO INC,,A,,269.431,419.214,36.276,175.18,55.929,0.0,0.0,0.001,103.245,0.294,69.243,88.557,409.39,168.622,0.0,88.266,236.435,36.28,0.0,42.515,69.243,127.542,73.327,19.412,828.307,828.307,182.779,-2.549,0.0,181.165,361.4198,16.63,0.642705158,0.633641493,0.210551174,0.0,0.0,0.432153983,0.0,0.086542911,0.165173396,0.374551145,0.494249113,6.720590412,0.165173396,0.589365224,0.563995954,0.417877266,1.04337824,0.0,6.040764105,0.023435755,0.203574279,0.304240793,1.975857199,0.10141598324483438,0.853251793,0.008103638,9.69e-06,0.0,5.890040163597058,1.3053375196232337,0.17491543698445186,-0.006080427,0,0,0,0,0
2003.0,GCO,GENESCO INC,,A,,283.766,430.187,19.521,208.018,81.549,0.0,86.25,103.245,86.25,0.294,56.104,77.939,410.613,167.234,0.0,92.442,214.589,28.73,0.0,65.626,56.104,121.667,107.051,12.515,837.379,837.379,215.598,-3.482,0.0,191.324,375.8079,17.3,0.659634066,0.882163951,0.214887944,0.0,0.0,0.444746122,0.0,0.06678491,0.130417702,0.363201282,0.490355024,6.731470266,0.130417702,0.41462758,0.498827254,0.483552502,1.036439154,0.0,6.066541871,0.014945443,0.199711242,0.282823516,1.946546502,0.15255226215576018,0.297458324,0.010233206,1.197043478,0.200494204,5.929078108578527,0.9323632444085153,0.2488475941857843,-0.008094154,0,0,0,0,0
2004.0,GCO,GENESCO INC,,A,,305.919,635.571,39.48,264.591,60.068,0.0,100.0,25.48,161.25,0.292,89.285,120.551,582.35,207.197,0.0,129.674,363.506,48.249,0.0,99.784,89.285,168.67,150.517,17.906,1112.681,1112.681,272.065,-1.221,0.0,176.245,649.3268,28.94,0.481329387,0.46322316,0.204027559,0.0,0.0,0.277301828,0.0,0.075914414,0.140479978,0.331634141,0.523375523,7.015426024,0.140479978,0.60943116,0.571936102,0.416304394,1.02824737,0.0,6.456095959,0.016092663,0.186214198,0.265383411,1.75067931,0.15699898201774468,0.395654614,0.006051939,0.158015504,0.157338834,6.47593613388211,1.4380124223602486,0.2368216926197073,-0.001921107,0,0,0,0,0
2005.0,GCO,GENESCO INC,,A,,341.188,686.118,56.946,342.056,60.451,0.0,0.0,55.358,106.25,0.273,115.68,150.302,687.629,230.648,0.0,156.202,337.367,62.686,0.0,105.001,115.68,188.047,213.028,21.171,1283.876,1283.876,348.751,-2.853,0.0,184.986,905.977,38.95,0.497273064,0.387005288,0.227660548,0.0,0.0,0.269612516,0.0,0.091363293,0.168600736,0.445514825,0.535588328,7.158417495,0.168600736,0.310621653,0.491704051,0.498538152,1.019572818,0.0,6.532506039,0.01648991,0.179649748,0.274073847,1.871217487,0.15303635817745634,0.542337692,0.004355039,0.521016471,0.0,6.809013919407276,1.8049119555143653,0.3104830364456259,-0.004158177,0,0,0,0,0
2006.0,GCO,GENESCO INC,,A,,335.066,729.373,73.287,398.624,16.739,0.0,262.0,260.604,109.25,0.256,122.15,162.456,771.141,261.037,0.0,134.736,324.147,67.646,0.0,70.566,122.15,222.334,285.295,24.084,1460.478,1460.478,405.226,-1.105,2.981,200.33,895.8074,39.39,0.459389092,0.124235542,0.184728527,0.0,0.0,0.274660565,0.0,0.092745413,0.16747261,0.50118002,0.528005899,7.287203531,0.16747261,0.274067793,0.444418699,0.546529691,1.016561973,0.004087072,6.593555363,0.016490491,0.178733949,0.304828942,2.002374642,0.09674885141073222,1.038559646,0.003784407,2.385391304,0.359212639,6.797725434511573,1.64673224610265,0.3911510297200472,-0.001515,0,0,0,0,0
2007.0,GCO,GENESCO INC,,A,,383.667,804.556,80.662,416.077,17.703,0.0,365.0,319.21,155.22,0.217,82.463,127.577,797.229,300.548,0.0,145.574,383.141,6.885,0.0,23.943,82.463,247.241,293.02,24.275,1502.119,1502.119,421.415,-37.302,0.0,238.093,760.4746,33.36,0.476867987,0.121608254,0.180937063,0.0,0.0,0.295930923,0.0,0.008557515,0.102495041,0.332976633,0.530736247,7.315297562,0.102495041,0.373055949,0.47621421,0.517151075,1.012829356,0.0,6.691532722,0.016160504,0.200082683,0.30730117,1.867016093,0.029759270951928766,3.368917847,0.031517792,2.056500451,0.45366637,6.633942712062033,2.168345791355216,0.36420087601111667,-0.04636346,0,0,0,0,0
2008.0,GCO,GENESCO INC,,A,,398.119,818.027,49.42,441.731,17.672,0.0,295.4,333.614,118.52,0.198,74.617,121.374,826.739,306.078,0.0,138.982,371.093,152.636,0.0,179.103,74.617,239.681,401.626,23.744,1551.562,1551.562,446.934,188.575,0.0,259.137,296.3576,15.4,0.48668198,0.127153157,0.169899038,0.0,0.0,0.316782942,0.0,0.186590418,0.091215816,0.327071651,0.532843032,7.347661749,0.091215816,0.268308088,0.453643951,0.539995624,1.011778662,0.0,6.70811705,0.015303288,0.197270879,0.292998886,1.896712456,0.2189450959442659,0.27593061,0.001297204,2.81483294,0.361112775,5.691566833256791,1.6330858960763521,0.49096912449100083,0.230524176,0,0,0,0,0
2011.0,GCO,GENESCO INC,,A,,595.312,1237.265,49.456,710.404,53.79,8.773,299.8,320.143,31.931,0.193,161.165,214.902,1207.786,435.113,0.0,304.462,519.655,81.959,0.0,144.96,161.165,227.689,554.024,43.713,2291.987,2291.987,715.361,-17.295,4.181,290.85,1482.1078,61.07,0.481151572,0.176672294,0.246076629,0.007090639,0.0,0.235074944,0.0,0.066242074,0.13025908,0.41354745,0.526960231,7.737610613,0.13025908,0.044947664,0.42000299,0.574172873,1.00697772,0.003379228,7.121466485,0.019072098,0.189840955,0.184026057,1.852462488,0.1171616428170198,0.341169978,0.002354836,10.0260875,0.24230864,7.301220542751801,2.968886728245017,0.4477811948127523,-0.013978412,0,0,0,0,0
